repo,numero,arquivos,linhas_add,linhas_rem,tempo_h,descricao_len,comentarios,participantes,status,reviews
vinta/awesome-python,1567,1,1,0,22160.64,65,0,2,closed,1
vinta/awesome-python,1566,1,1,0,22160.72,26,0,2,closed,1
vinta/awesome-python,1565,1,1,0,38374.83,341,2,3,closed,2
vinta/awesome-python,1556,1,1,0,19242.21,525,0,2,closed,1
vinta/awesome-python,1555,1,1,0,339.16,1423,0,3,merged,1
vinta/awesome-python,1552,1,1,0,19.27,2276,0,3,merged,1
vinta/awesome-python,1548,1,1,0,18686.88,27,0,2,closed,1
vinta/awesome-python,1544,1,1,0,15479.02,600,0,2,closed,1
vinta/awesome-python,1538,1,1,1,4059.96,320,0,2,closed,1
vinta/awesome-python,1536,1,1,0,41234.6,711,0,2,closed,1
vinta/awesome-python,1487,1,1,1,1175.8,65,0,3,merged,1
vinta/awesome-python,1475,1,1,0,42088.33,422,1,4,closed,3
vinta/awesome-python,1469,1,1,0,1474.64,722,0,3,merged,1
vinta/awesome-python,1463,1,2,0,17470.02,483,2,3,closed,1
vinta/awesome-python,1460,1,1,0,19151.33,435,2,5,closed,2
vinta/awesome-python,1455,1,1,0,41690.55,1370,0,4,closed,2
vinta/awesome-python,1449,1,3,0,20947.59,1203,2,3,closed,1
vinta/awesome-python,1441,1,1,0,32327.95,846,2,3,closed,1
vinta/awesome-python,1406,1,1,0,732.13,366,0,2,closed,2
vinta/awesome-python,1396,1,1,0,739.49,327,0,2,closed,1
vinta/awesome-python,1394,1,1,0,133.63,353,2,3,closed,2
vinta/awesome-python,1381,1,1,0,742.72,274,1,2,closed,2
vinta/awesome-python,1360,1,1,1,905.71,152,2,4,merged,1
vinta/awesome-python,1342,1,1,0,1540.59,433,10,3,closed,1
vinta/awesome-python,1340,1,1,0,1660.57,673,2,3,closed,1
vinta/awesome-python,1339,1,2,2,112.54,266,0,4,merged,2
vinta/awesome-python,1330,1,1,1,5.43,101,0,3,merged,4
vinta/awesome-python,1314,1,2,0,410.73,787,2,2,closed,2
vinta/awesome-python,1305,1,1,0,20270.3,1856,9,5,closed,3
vinta/awesome-python,1283,1,2,1,35720.38,1050,6,4,closed,4
vinta/awesome-python,1252,1,8,0,6765.78,594,3,4,merged,1
vinta/awesome-python,1225,1,1,0,10.61,331,0,3,merged,1
vinta/awesome-python,1216,1,1,0,2970.11,275,1,2,closed,1
vinta/awesome-python,1206,1,1,0,7898.51,593,1,3,closed,1
vinta/awesome-python,1173,1,8,4,9105.1,61,3,2,closed,1
vinta/awesome-python,1135,1,1,0,5642.56,284,0,3,closed,1
vinta/awesome-python,1116,1,1,0,10501.32,127,1,2,closed,1
vinta/awesome-python,1115,1,1,0,10534.11,541,1,2,closed,1
vinta/awesome-python,1114,1,1,0,10596.81,764,1,2,closed,1
vinta/awesome-python,1113,1,1,0,10596.95,414,1,2,closed,1
vinta/awesome-python,1112,1,4,3,11231.67,835,4,3,closed,1
vinta/awesome-python,1111,1,1,0,10697.87,1680,1,2,closed,1
vinta/awesome-python,1110,1,1,0,10699.7,399,1,2,closed,1
vinta/awesome-python,1108,1,2,0,10743.64,385,1,2,closed,1
vinta/awesome-python,1107,1,1,0,10768.29,1101,7,8,closed,1
vinta/awesome-python,1101,1,1,0,11039.19,435,5,3,closed,1
vinta/awesome-python,1051,1,1,0,13804.86,284,3,3,closed,1
vinta/awesome-python,1043,1,1,0,3.22,699,1,2,merged,3
facebook/react,33043,1,6,6,21.5,328,2,5,merged,2
facebook/react,33027,5,309,16,1.88,1646,1,5,merged,3
facebook/react,33023,4,100,3,13.06,254,1,3,merged,2
facebook/react,33016,20,274,66,12.06,2664,1,4,merged,7
facebook/react,33014,3,36,44,1.63,129,1,4,merged,1
facebook/react,33009,4,127,84,2.97,82,1,3,merged,2
facebook/react,32991,5,234,5,70.61,422,0,3,merged,5
facebook/react,32989,6,306,3,39.8,725,2,3,merged,7
facebook/react,32984,12,393,78,93.53,616,0,4,merged,3
facebook/react,32953,3,299,17,133.21,809,3,5,merged,7
facebook/react,32951,4,20,9,3.39,699,0,3,merged,3
facebook/react,32943,1,2,1,1.66,38,7,3,closed,1
facebook/react,32937,1,12,15,17.98,57,0,3,merged,1
facebook/react,32916,2,42,2,5.45,371,0,3,merged,1
facebook/react,32900,6,183,0,187.6,377,3,4,merged,4
facebook/react,32868,2,54,8,1.04,123,1,3,merged,2
facebook/react,32863,18,5381,76,260.7,1314,2,4,merged,1
facebook/react,32862,2,49,1,90.67,857,1,4,merged,1
facebook/react,32851,2,22,30,10.84,140,1,5,merged,6
facebook/react,32849,2,12,0,16.52,529,1,4,merged,1
facebook/react,32847,2,10,0,2.05,710,1,4,merged,1
facebook/react,32844,1,4,14,306.25,273,1,4,merged,1
facebook/react,32843,6572,921253,43794,5.66,38,1,29,closed,1
facebook/react,32842,16,362,91,315.62,459,1,5,merged,3
facebook/react,32841,13,132,103,6.92,470,1,4,merged,2
facebook/react,32838,14,134,76,10.47,112,1,4,merged,3
facebook/react,32834,7,177,19,9.99,250,1,5,merged,4
facebook/react,32833,1,2,0,3.75,182,2,6,merged,2
facebook/react,32828,25,805,38,9.63,1817,1,4,merged,1
facebook/react,32825,1,3,4,21.35,33,0,3,merged,1
facebook/react,32823,1,2,2,42.81,271,2,5,merged,2
facebook/react,32822,3,122,6,57.17,634,2,4,merged,1
facebook/react,32820,6,42,10,95.15,1174,1,4,merged,1
facebook/react,32819,21,301,48,2.45,1075,1,4,merged,2
facebook/react,32815,2,138,38,4.26,821,1,4,merged,1
facebook/react,32810,1,11,23,211.95,318,1,4,merged,1
facebook/react,32808,1,17,4,2.5,879,1,4,merged,2
facebook/react,32807,1,0,18,2.67,39,1,4,merged,1
facebook/react,32803,1,13,1,10.53,265,1,5,merged,2
facebook/react,32801,2,2,15,1.16,27,1,5,merged,2
facebook/react,32800,2,2,5,5.95,346,1,4,merged,1
facebook/react,32797,10,227,71,12.37,2272,1,4,merged,1
facebook/react,32793,4,50,0,45.43,756,1,4,merged,1
facebook/react,32792,11,99,17,46.27,834,1,4,merged,1
facebook/react,32790,1,45,10,60.72,822,1,4,merged,1
facebook/react,32788,4,29,50,66.61,120,1,4,merged,1
facebook/react,32786,34,66,618,69.32,191,1,4,merged,1
facebook/react,32785,14,382,33,54.04,2879,1,4,merged,1
facebook/react,32774,2,48,1,106.47,1151,1,4,merged,1
facebook/react,32772,3,54,1,88.43,1768,1,4,merged,2
facebook/react,32769,9,78,9,1.36,645,0,3,merged,1
facebook/react,32762,9,97,3,169.94,399,0,4,merged,3
facebook/react,32752,2,114,0,1.15,673,1,4,merged,7
facebook/react,32751,1,9,0,20.08,98,1,4,merged,1
facebook/react,32749,1,0,19,5.07,610,1,4,merged,1
facebook/react,32742,7,176,7,71.43,12,5,5,merged,4
facebook/react,32741,17,61,1453,24.53,142,1,5,merged,2
facebook/react,32734,5,40,25,39.35,2009,1,4,merged,1
facebook/react,32733,1,2,2,3.55,116,1,4,merged,1
facebook/react,32726,6,9,11,44.25,271,1,5,merged,2
facebook/react,32706,6,26,135,4.87,178,0,3,merged,1
facebook/react,32704,24,115,41,1.99,246,1,4,merged,1
facebook/react,32701,1,60,38,2.47,283,2,4,merged,1
facebook/react,32699,1,11,2,11.55,499,1,4,merged,1
facebook/react,32698,18,398,126,75.55,220,1,3,merged,1
facebook/react,32697,18,1017,51,75.44,371,1,3,merged,1
facebook/react,32696,12,822,180,75.25,177,0,3,merged,1
facebook/react,32695,12,709,30,75.33,209,0,3,merged,3
facebook/react,32684,2,52,49,3.68,237,2,4,merged,1
facebook/react,32683,13,379,0,19.67,1155,0,4,merged,4
facebook/react,32682,4,125,4,112.54,220,2,4,merged,4
facebook/react,32670,1,1,1,9.05,98,1,6,merged,3
facebook/react,32665,6,116,9,40.95,118,1,3,merged,1
facebook/react,32663,61,1013,409,136.92,1064,3,3,merged,5
facebook/react,32660,10,266,76,4.08,273,1,4,merged,3
facebook/react,32656,2,81,67,10.87,465,8,5,merged,1
facebook/react,32654,6,300,72,17.9,397,1,4,merged,3
facebook/react,32653,12,197,61,4.08,1240,2,4,merged,1
facebook/react,32645,7,8,789,100.37,313,1,4,merged,1
facebook/react,32644,2,8,0,199.64,386,0,3,merged,1
facebook/react,32640,2,277,3,21.29,1139,1,4,merged,1
facebook/react,32639,3,0,7,21.55,54,1,4,merged,1
facebook/react,32619,9,615,180,66.87,2149,3,4,merged,4
facebook/react,32617,2,49,63,3.61,1466,1,4,merged,1
facebook/react,32616,41,2107,53,100.37,1844,1,4,merged,15
facebook/react,32613,2,43,45,7.73,1432,1,5,merged,2
facebook/react,32612,3,44,79,14.08,673,1,4,merged,1
facebook/react,32611,2,110,67,14.07,566,1,4,merged,1
facebook/react,32605,1,6,0,16.64,221,1,4,merged,1
facebook/react,32601,1,2,2,1.5,87,0,3,merged,1
facebook/react,32599,2,263,12,37.16,1202,1,4,merged,1
facebook/react,32598,17,526,96,23.27,844,0,3,merged,4
facebook/react,32597,3,93,77,22.88,112,0,3,merged,6
facebook/react,32596,73,1364,277,15.91,1013,0,3,merged,1
facebook/react,32595,70,1287,276,15.85,138,0,3,merged,1
facebook/react,32594,28,885,110,15.73,583,0,3,merged,3
facebook/react,32593,27,829,108,15.72,371,0,3,merged,1
facebook/react,32585,2,13,31,43.73,192,1,4,merged,1
facebook/react,32579,1,9,3,12.94,186,1,4,merged,1
facebook/react,32578,6,741,144,60.21,3497,2,4,merged,4
facebook/react,32566,2,2,1,3.43,49,1,4,merged,1
facebook/react,32565,2,94,61,33.67,383,1,4,merged,2
facebook/react,32550,23,521,299,1.29,2304,0,3,merged,1
facebook/react,32549,1,1,1,75.5,1047,1,4,merged,1
facebook/react,32545,1,26,14,87.25,679,1,4,merged,2
facebook/react,32540,5,109,20,128.94,139,1,5,merged,4
facebook/react,32538,8,444,228,6.65,512,1,4,merged,1
facebook/react,32534,16,141,38,2.47,1252,1,4,merged,1
facebook/react,32532,6,31,5,1030.15,280,0,3,merged,3
facebook/react,32529,36,10835,38,440.81,813,1,7,merged,15
facebook/react,32528,1,19,6,52.04,1342,2,4,merged,2
facebook/react,32527,3,118,0,177.79,215,1,4,merged,1
facebook/react,32523,1,4,10,11.06,283,1,4,merged,1
facebook/react,32522,22,668,87,209.6,117,0,3,merged,1
facebook/react,32521,12,283,67,209.6,1230,0,3,merged,3
facebook/react,32520,7,390,0,188.78,155,0,3,merged,3
facebook/react,32518,3,55,87,386.68,389,2,4,merged,1
facebook/react,32512,31,864,146,250.71,449,1,4,merged,10
facebook/react,32511,18,111,89,234.88,1103,0,3,merged,5
facebook/react,32500,14,981,17,50.35,3272,1,5,merged,4
awesome-selfhosted/awesome-selfhosted,4192,2,5,1,411.44,274,2,4,merged,6
awesome-selfhosted/awesome-selfhosted,4125,1,1,0,19.91,2447,1,3,closed,1
awesome-selfhosted/awesome-selfhosted,4123,1,49,49,3.03,147,0,3,merged,5
awesome-selfhosted/awesome-selfhosted,4121,1,0,1,52.32,391,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,4119,1,0,1,52.52,401,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4118,1,0,1,52.54,409,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4117,1,1,1,4.58,0,0,3,merged,1
awesome-selfhosted/awesome-selfhosted,4115,1,1,0,91.15,2447,3,4,merged,3
awesome-selfhosted/awesome-selfhosted,4114,1,1,0,94.01,2447,3,4,closed,2
awesome-selfhosted/awesome-selfhosted,4112,1,1,0,93.54,2447,8,4,merged,5
awesome-selfhosted/awesome-selfhosted,4111,1,1,1,11.19,54,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4110,1,0,1,100.39,70,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4108,1,1,1,36.19,2447,1,3,closed,1
awesome-selfhosted/awesome-selfhosted,4100,1,1,0,189.8,2449,1,3,closed,1
awesome-selfhosted/awesome-selfhosted,4099,1,1,1,5.64,2447,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,4096,1,1,0,204.5,2447,1,3,merged,3
awesome-selfhosted/awesome-selfhosted,4094,1,1,0,254.34,2447,5,4,merged,5
awesome-selfhosted/awesome-selfhosted,4093,1,1,0,260.75,2307,3,3,closed,4
awesome-selfhosted/awesome-selfhosted,4092,1,1,0,260.56,2447,0,3,merged,6
awesome-selfhosted/awesome-selfhosted,4091,1,0,1,209.9,2515,0,5,merged,3
awesome-selfhosted/awesome-selfhosted,4089,1,1,0,263.54,2463,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,4083,6,8,70,349.16,112,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4080,1,1,0,360.0,2447,8,4,closed,2
awesome-selfhosted/awesome-selfhosted,4079,1,1,0,393.55,2447,3,5,merged,5
awesome-selfhosted/awesome-selfhosted,4072,1,3,3,27.56,109,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,4069,1,1,0,529.43,2447,4,4,closed,1
awesome-selfhosted/awesome-selfhosted,4068,1,1,0,187.62,2447,0,5,merged,6
awesome-selfhosted/awesome-selfhosted,4067,1,8,8,2.36,86,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4065,1,0,1,122.42,16971,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4064,1,0,1,122.46,28935,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4063,1,0,1,122.61,71,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4062,1,0,1,122.63,103,1,3,merged,1
awesome-selfhosted/awesome-selfhosted,4061,1,0,1,122.66,103,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4060,1,0,1,122.71,59,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4059,1,1,1,239.09,264,1,2,closed,1
awesome-selfhosted/awesome-selfhosted,4056,1,1,0,152.04,2560,2,3,merged,4
awesome-selfhosted/awesome-selfhosted,4055,1,1,0,2521.61,2447,4,4,closed,1
awesome-selfhosted/awesome-selfhosted,4053,1,1,0,178.62,2584,0,4,merged,3
awesome-selfhosted/awesome-selfhosted,4052,1,1,0,181.52,2447,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,4051,1,1,0,4.14,2447,4,5,closed,2
awesome-selfhosted/awesome-selfhosted,4047,1,0,1,177.58,242,2,3,merged,1
awesome-selfhosted/awesome-selfhosted,4046,1,0,1,177.65,73,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4045,1,0,2,177.75,102,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4042,1,1,1,1.06,2505,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4041,1,0,1,171.63,107,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4040,1,0,1,172.63,236,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4036,1,1,1,120.27,201,4,3,merged,2
awesome-selfhosted/awesome-selfhosted,4035,1,1,0,184.12,2789,3,4,merged,2
awesome-selfhosted/awesome-selfhosted,4033,1,1,0,840.03,2469,4,5,closed,2
awesome-selfhosted/awesome-selfhosted,4032,1,8,0,840.82,2703,1,4,merged,3
awesome-selfhosted/awesome-selfhosted,4031,1,1,0,6.43,2506,0,2,closed,2
awesome-selfhosted/awesome-selfhosted,4029,1,1,1,1.54,2447,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4028,1,1,0,513.04,2447,9,3,merged,1
awesome-selfhosted/awesome-selfhosted,4024,1,1,1,198.33,69,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,4007,1,1,1,5.97,78,0,4,merged,3
awesome-selfhosted/awesome-selfhosted,4004,1,1,0,31.21,2494,2,3,closed,3
awesome-selfhosted/awesome-selfhosted,3999,1,1,0,7.07,11,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,3998,1,1,0,121.3,10,3,3,merged,2
awesome-selfhosted/awesome-selfhosted,3994,1,1,0,365.67,2499,1,3,merged,3
awesome-selfhosted/awesome-selfhosted,3991,1,1,0,224.36,2259,4,4,closed,2
awesome-selfhosted/awesome-selfhosted,3990,1,2,4,49.12,0,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,3987,1,1,0,225.35,2388,1,4,merged,2
awesome-selfhosted/awesome-selfhosted,3986,2,16,3,251.25,2242,3,2,closed,1
awesome-selfhosted/awesome-selfhosted,3985,1,1,0,195.93,2242,0,5,closed,8
awesome-selfhosted/awesome-selfhosted,3984,1,1,1,4.89,182,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,3983,1,1,0,90.7,2242,2,3,closed,3
awesome-selfhosted/awesome-selfhosted,3981,1,0,1,73.71,214,2,4,merged,1
awesome-selfhosted/awesome-selfhosted,3980,1,0,1,76.35,193,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3978,1,1,0,417.16,2242,5,5,merged,10
awesome-selfhosted/awesome-selfhosted,3976,1,54,54,208.84,38,5,2,merged,1
awesome-selfhosted/awesome-selfhosted,3975,1,2,0,144.45,2242,4,2,merged,1
awesome-selfhosted/awesome-selfhosted,3971,1,1,0,503.76,2242,5,3,merged,2
awesome-selfhosted/awesome-selfhosted,3967,1,1,0,485.17,2242,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,3965,1,1,1,1.79,2497,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3963,1,1,0,342.06,2242,3,3,closed,1
awesome-selfhosted/awesome-selfhosted,3962,1,1,0,344.4,2250,4,3,closed,2
awesome-selfhosted/awesome-selfhosted,3958,1,1,0,265.11,2242,3,2,merged,3
awesome-selfhosted/awesome-selfhosted,3954,1,1,0,628.38,2242,0,2,merged,3
awesome-selfhosted/awesome-selfhosted,3947,1,1,0,310.95,2277,4,3,merged,3
awesome-selfhosted/awesome-selfhosted,3945,1,52,52,124.71,1159,3,3,merged,2
awesome-selfhosted/awesome-selfhosted,3937,1,1,1,7.25,151,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3935,1,1,0,362.47,2294,0,3,merged,5
awesome-selfhosted/awesome-selfhosted,3933,1,1,1,32.88,2297,1,3,merged,3
awesome-selfhosted/awesome-selfhosted,3931,1,1,0,242.47,2242,2,3,merged,4
awesome-selfhosted/awesome-selfhosted,3929,1,8,0,581.77,2294,0,3,merged,2
awesome-selfhosted/awesome-selfhosted,3928,1,0,1,238.9,129,2,2,merged,1
awesome-selfhosted/awesome-selfhosted,3927,1,0,1,81.78,270,4,3,merged,1
awesome-selfhosted/awesome-selfhosted,3926,1,0,1,147.69,284,1,2,merged,1
awesome-selfhosted/awesome-selfhosted,3923,1,0,1,171.29,466,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3922,1,0,1,171.94,700,2,3,merged,1
awesome-selfhosted/awesome-selfhosted,3921,1,1,0,352.24,2242,4,3,merged,2
awesome-selfhosted/awesome-selfhosted,3919,1,0,1,119.08,203,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3918,1,1,1,122.76,94,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3917,1,2,2,122.93,202,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3916,1,1,0,212.99,2242,3,3,merged,3
awesome-selfhosted/awesome-selfhosted,3913,1,1,0,671.27,2242,1,3,closed,1
awesome-selfhosted/awesome-selfhosted,3910,1,1,0,695.65,2242,2,5,closed,2
awesome-selfhosted/awesome-selfhosted,3909,1,0,1,27.03,351,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3908,1,0,1,27.08,259,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3905,1,0,1,47.84,380,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3904,1,1,0,284.66,2577,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3902,1,1,0,288.59,2242,0,3,merged,4
awesome-selfhosted/awesome-selfhosted,3901,1,1,0,149.84,2339,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3898,2,2,0,553.18,2378,1,3,merged,4
awesome-selfhosted/awesome-selfhosted,3897,1,1,1,26.59,51,0,3,merged,3
awesome-selfhosted/awesome-selfhosted,3895,1,1,1,658.27,2242,4,3,merged,4
awesome-selfhosted/awesome-selfhosted,3894,1,1,0,234.78,2242,0,3,closed,1
awesome-selfhosted/awesome-selfhosted,3893,1,1,0,715.99,2242,5,4,closed,2
awesome-selfhosted/awesome-selfhosted,3891,1,1,0,145.15,2263,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3890,1,1,0,862.8,2242,1,3,closed,1
awesome-selfhosted/awesome-selfhosted,3889,1,1,0,862.58,2242,3,5,closed,2
awesome-selfhosted/awesome-selfhosted,3888,1,1,1,10.15,481,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3887,1,1,0,171.01,2352,5,3,merged,1
awesome-selfhosted/awesome-selfhosted,3886,1,1,0,149.03,2393,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3885,1,1,0,151.0,2263,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3882,1,1,0,175.01,2438,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3878,1,1,0,286.86,2242,4,4,merged,3
awesome-selfhosted/awesome-selfhosted,3877,1,1,1,33.55,2420,0,2,merged,1
awesome-selfhosted/awesome-selfhosted,3876,1,1,0,859.76,2242,1,3,closed,1
awesome-selfhosted/awesome-selfhosted,3875,1,1,1,24.8,575,0,2,merged,1
vuejs/vue,13216,1,7,7,1.99,920,0,2,merged,1
vuejs/vue,13192,1,1,1,2.35,936,0,2,merged,2
vuejs/vue,13187,1,1,1,20.38,1095,0,2,merged,1
vuejs/vue,13107,1,4,3,1016.94,1506,1,2,merged,1
vuejs/vue,13068,1,1,1,1609.05,934,0,3,merged,1
vuejs/vue,13024,1,1,0,1.99,920,2,2,closed,1
vuejs/vue,13021,1,1,1,10793.4,955,0,3,closed,1
vuejs/vue,13010,1,1,3,19.99,114,0,2,merged,1
vuejs/vue,12949,2,2,2,15.69,937,0,3,merged,1
vuejs/vue,12946,2,9,1,7448.32,931,3,6,closed,1
vuejs/vue,12927,1,1,1,3.05,920,0,3,merged,1
vuejs/vue,12912,1,1,1,2.25,986,0,3,merged,1
vuejs/vue,12911,6,8,8,7.91,968,0,2,merged,1
vuejs/vue,12905,2,43,2,7389.8,1367,0,3,merged,1
vuejs/vue,12879,2,10,10,8131.65,920,5,3,merged,3
vuejs/vue,12878,1,1,1,622.35,920,0,4,merged,2
vuejs/vue,12873,3,34,3,8352.23,920,1,3,merged,1
vuejs/vue,12872,2,18,4,8352.63,947,0,3,merged,1
vuejs/vue,12863,1,1,1,162.0,920,0,3,merged,1
vuejs/vue,12862,1,1,1,8513.1,945,0,3,merged,1
vuejs/vue,12857,1,1,0,20899.36,920,0,2,closed,1
vuejs/vue,12851,3,33,1,8680.81,920,0,3,merged,1
vuejs/vue,12789,2,9,8,1242.3,942,1,2,merged,1
vuejs/vue,12784,1,1,1,613.23,956,1,3,closed,1
vuejs/vue,12754,1,4,4,51.44,1086,0,3,merged,1
vuejs/vue,12669,2,50,1,18.61,953,1,2,closed,3
vuejs/vue,12573,2,24,27,113.83,942,1,3,closed,1
vuejs/vue,12564,1,1,1,325.73,369,1,5,merged,4
vuejs/vue,12542,1,3,2,164.71,942,1,2,closed,2
vuejs/vue,12527,3,1077,888,11705.59,942,0,2,closed,1
vuejs/vue,12526,5,711,641,11706.83,1129,0,2,closed,1
vuejs/vue,12525,4,1256,968,11707.84,942,0,2,closed,1
vuejs/vue,12524,1,518,452,11708.44,942,0,2,closed,1
vuejs/vue,12419,1,3,3,17.93,2484,0,2,merged,1
vuejs/vue,12406,2,16,6,10.32,50,0,2,merged,1
vuejs/vue,12403,3,17,28,19487.23,1697,3,3,closed,2
vuejs/vue,12291,3,3,3,2.06,971,0,2,merged,1
vuejs/vue,12214,1,3,3,6771.6,1962,1,2,closed,1
vuejs/vue,12195,3,35,2,1083.75,1180,0,2,merged,1
vuejs/vue,12164,1,1,7,10.65,942,2,4,closed,1
vuejs/vue,12071,0,0,0,366.75,942,0,2,closed,5
vuejs/vue,12069,1,3,3,8992.02,3202,2,3,closed,1
vuejs/vue,12066,1,4,9,6948.16,2482,2,4,merged,1
vuejs/vue,12032,1,1,1,7.0,1111,1,3,closed,1
vuejs/vue,12002,3,61,17,1435.39,1075,2,4,merged,3
vuejs/vue,12001,494,16130,141843,9881.1,666,29,30,closed,3
vuejs/vue,11968,1,67,0,32859.27,1076,0,2,closed,1
vuejs/vue,11964,1,4,0,311.55,939,0,2,merged,1
vuejs/vue,11963,1,4,2,746.96,756,1,4,merged,3
vuejs/vue,11943,2,34,0,544.9,982,1,2,merged,8
vuejs/vue,11921,5,115,22,25888.79,224,0,2,closed,3
vuejs/vue,11914,1,1,1,1220.68,942,2,3,merged,2
vuejs/vue,11910,1,2,1,130.45,1205,8,4,closed,6
vuejs/vue,11908,2,10,0,146.7,34,0,3,closed,1
vuejs/vue,11906,2,52,7,2690.37,1435,6,2,merged,6
vuejs/vue,11904,2,10,0,876.51,34,1,4,closed,2
vuejs/vue,11863,4,30,4,3385.45,958,5,11,closed,6
vuejs/vue,11857,12,28,15,31533.25,958,6,5,closed,4
vuejs/vue,11817,2,16,1,2356.49,34,0,3,closed,1
vuejs/vue,11796,2,11,1,1990.7,34,1,3,closed,1
vuejs/vue,11795,2,26,1,3367.75,953,0,2,merged,1
vuejs/vue,11784,1,1,1,1.96,958,0,2,merged,1
vuejs/vue,11740,1,2,1,1770.23,241,3,2,closed,1
vuejs/vue,11723,1,3,3,8.3,1126,1,2,merged,2
vuejs/vue,11706,2,29,0,4212.07,1055,2,3,merged,2
vuejs/vue,11651,2,10,0,176.05,34,0,2,merged,1
vuejs/vue,11568,2,16,36,3.04,34,0,3,closed,1
vuejs/vue,11554,1,15,10,180.94,2291,0,2,merged,1
vuejs/vue,11542,2,18,38,108.92,34,0,3,merged,1
vuejs/vue,11537,2,31,4,21089.22,942,6,5,closed,1
vuejs/vue,11522,1,6,6,5640.51,2569,1,3,merged,4
vuejs/vue,11487,2,15,1,6481.85,1153,4,5,merged,9
vuejs/vue,11481,4,6,6,7.91,1419,0,2,merged,1
vuejs/vue,11434,3,15,6,1705.11,1130,5,8,merged,4
vuejs/vue,11408,2,165,118,10.99,942,0,1,closed,1
vuejs/vue,11392,1,1,1,3136.13,1137,0,3,merged,2
vuejs/vue,11326,2,12,0,8704.12,1203,0,2,merged,1
vuejs/vue,11286,1,1,1,10.19,278,2,3,merged,2
vuejs/vue,11191,2,11,1,9278.07,1010,3,4,merged,2
vuejs/vue,11189,2,18,1,9294.65,1104,0,2,merged,1
vuejs/vue,11185,1,3,3,19.75,115,2,3,merged,2
vuejs/vue,11179,1,32,27,106.09,34,0,3,merged,1
vuejs/vue,11160,1,1,1,4297.66,1165,5,4,closed,1
vuejs/vue,11159,2,16,1,32517.84,942,0,2,closed,2
vuejs/vue,11152,2,8,1,9527.93,1204,5,2,merged,7
vuejs/vue,11129,1,85,23,3666.3,2323,1,1,closed,1
vuejs/vue,11121,2,21,2,5194.81,956,4,3,merged,1
vuejs/vue,11112,1,1,1,10183.42,1477,0,3,merged,2
vuejs/vue,11107,2,21,2,10257.72,1567,3,3,merged,1
vuejs/vue,11099,6,461,221,12740.19,1182,3,1,closed,4
vuejs/vue,11083,1,1,1,31052.59,962,0,3,closed,1
vuejs/vue,11065,2,9,1,10120.52,952,6,5,merged,4
vuejs/vue,11064,1,4,4,224.97,989,2,4,merged,2
vuejs/vue,11055,4,48,3,357.27,998,1,3,closed,1
vuejs/vue,11052,2,15,1,10269.88,979,0,4,merged,2
vuejs/vue,11050,1,1,1,6.93,942,0,3,merged,2
vuejs/vue,11031,1,6,4,23966.53,1076,4,6,closed,1
vuejs/vue,10990,1,3,1,10738.25,1745,8,5,merged,2
vuejs/vue,10958,2,27,27,6466.89,729,4,2,merged,1
